County,Geo_id,Census_pop,N_tweets
Hot Springs County,56017,4812,9
Lee County,17103,36031,85
Crook County,56011,7083,9
Livingston County,17105,38950,89
Fremont County,56013,40123,98
Logan County,17107,30305,69
Spokane County,53063,471221,1151
Franklin County,05047,18125,53
Snohomish County,53061,713335,2198
Faulkner County,05045,113237,444
Thurston County,53067,252264,753
Drew County,05043,18509,56
Stevens County,53065,43531,19
Desha County,05041,13008,36
St. Lawrence County,36089,111944,353
McLean County,21149,9531,10
Logan County,05083,22353,38
McCracken County,21145,65565,272
Queens County,36081,2230722,9405
McCreary County,21147,18306,23
Rensselaer County,36083,159429,577
Logan County,21141,26835,47
Richmond County,36085,468730,1619
Lyon County,21143,8314,20
Rockland County,36087,311687,1121
Little River County,05081,13171,27
Kiowa County,40075,9446,14
Madison County,05087,15717,12
Davis County,49011,306479,680
Montgomery County,42091,799874,3326
Duchesne County,49013,18607,26
Latimer County,40077,11154,21
Emery County,49015,10976,22
Northampton County,42095,297735,1113
Monroe County,26115,152021,532
Northumberland County,42097,94528,156
Grand County,49019,9225,75
Perry County,42099,45969,66
Scurry County,48415,16921,43
Peoria County,17143,186494,694
Pueblo County,08101,159063,298
Ottawa County,20143,6091,12
Osborne County,20141,3858,9
Phillips County,20147,5642,12
Pawnee County,20145,6973,15
Pottawatomie County,20149,21604,92
Jasper County,17079,9698,11
Norton County,20137,5671,9
Iroquois County,17075,29718,86
Jackson County,17077,60218,429
Henderson County,17071,7331,6
Henry County,17073,50486,136
Bedford County,51019,68676,142
Saguache County,08109,6108,3
Schleicher County,48413,3461,2
Douglas County,41019,107667,156
Colleton County,45029,38892,115
Coos County,41011,63043,103
Chesterfield County,45025,46734,91
Crook County,41013,20978,267
Clarendon County,45027,34971,77
Curry County,41015,22364,28
Cherokee County,45021,55342,181
Deschutes County,41017,157733,391
Chester County,45023,33140,75
Worcester County,24047,51454,364
Wicomico County,24045,98733,473
Washington County,24043,147430,492
Llano County,48299,19301,54
Talbot County,24041,37782,137
Warren County,29219,32513,77
Lipscomb County,48295,3302,4
Live Oak County,48297,11531,49
Liberty County,48291,75643,143
Limestone County,48293,23384,52
Columbia County,53013,4078,23
Onondaga County,36067,467026,2538
Craven County,37049,103505,305
Oneida County,36065,234878,793
Niagara County,36063,216469,1153
Woodward County,40153,20081,46
New York County,36061,1585873,35119
Clay County,37043,10587,23
Jefferson County,13163,16930,21
Chowan County,37041,14793,31
Jeff Davis County,13161,15068,27
Columbus County,37047,58098,103
Johnson County,13167,9980,14
Cleveland County,37045,98078,304
Ontario County,36069,107931,447
Yuma County,04027,195751,524
Lewis County,54041,16372,60
Yavapai County,04025,211033,532
Lincoln County,54043,21720,21
New London County,09011,274055,1460
Logan County,54045,36743,123
Tolland County,09013,152691,760
Clear Creek County,08019,9088,70
Marion County,54049,56418,212
Broomfield County,08014,55889,224
Chaffee County,08015,17809,42
Boulder County,08013,294567,1749
Bent County,08011,6499,4
Kidder County,38043,2435,6
Hettinger County,38041,2477,6
Logan County,38047,1990,4
Cotton County,40033,6193,10
McHenry County,38049,5395,8
Morgan County,29141,20565,22
Bryan County,40013,42416,151
Bartow County,13015,100157,329
Barrow County,13013,69367,159
Wibaux County,30109,1017,1
Banks County,13011,18395,43
Wheatland County,30107,2168,24
Valley County,30105,7369,10
Carter County,40019,47557,149
Toole County,30101,5324,11
Berrien County,13019,19286,31
Jennings County,18079,28525,38
Jackson County,18071,42376,126
Jasper County,18073,33478,80
Jay County,18075,21253,41
Potter County,46107,2329,10
Jefferson County,18077,32428,107
DeSoto County,28033,161252,534
Covington County,28031,19568,48
Franklin County,28037,8118,14
Forrest County,28035,74934,396
New Kent County,51127,18429,67
Onslow County,37133,177772,625
Northampton County,37131,22099,41
Pamlico County,37137,13144,22
Orange County,37135,133801,914
Cape Girardeau County,29031,75674,307
Pasquotank County,37139,40661,154
Carter County,29035,6265,11
Cass County,29037,99478,197
Lawrence County,47099,41869,62
Issaquena County,28055,1406,1
Knox County,47093,432226,2510
Habersham County,13137,43041,76
Johnson County,47091,18244,18
Lauderdale County,47097,27815,35
Lake County,47095,7832,4
Monroe County,18105,137974,1173
Custer County,16037,4368,6
Montgomery County,18107,38124,129
Martin County,18101,10334,30
George County,28039,22578,21
Miami County,18103,36903,85
Rock County,27133,9687,26
Morgan County,18109,68894,170
Clearwater County,16035,8761,2
Giles County,51071,17286,32
Darke County,39037,52959,84
Clark County,16033,982,3
Coshocton County,39031,36901,49
Newton County,29145,58114,106
Mercer County,34021,366513,1856
Nodaway County,29147,23370,128
Middlesex County,34023,809858,4076
Pondera County,30073,6153,10
Monmouth County,34025,630380,3267
New Madrid County,29143,18956,45
Morris County,34027,492276,2196
Ocean County,34029,576567,2550
Roseau County,27135,15629,36
Oregon County,29149,10881,9
Prairie County,30079,1179,1
Greeley County,31077,2538,3
Tipton County,47167,61081,103
Stanislaus County,06099,514453,1400
Sumner County,47165,160645,517
Winnebago County,19189,10866,30
Sullivan County,47163,156823,390
Grady County,13131,25011,54
Stewart County,47161,13324,26
Washington County,19183,21704,36
Warren County,19181,46225,155
Solano County,06095,413344,1249
Trousdale County,47169,7870,18
Sonoma County,06097,483878,1421
Johnson County,31097,5217,6
Jefferson County,31095,7547,12
Howard County,31093,6274,6
Linn County,20107,9656,14
Kearney County,31099,6489,15
Cooper County,29053,17601,51
Wayne County,29223,13521,18
Davis County,19051,8753,12
Decatur County,19053,8457,58
Martin County,37117,24505,53
Des Moines County,19057,40325,104
Warren County,28149,48773,118
Glascock County,13125,3082,4
Tunica County,28143,10778,67
Tishomingo County,28141,19593,36
Walthall County,28147,15443,6
Union County,28145,27134,69
Crawford County,29055,24696,45
Carteret County,37031,66469,299
West Carroll Parish,22123,11604,6
West Baton Rouge Parish,22121,23788,105
Winn Parish,22127,15313,45
West Feliciana Parish,22125,15625,216
Juab County,49023,10246,15
Polk County,31143,5406,9
Preble County,39135,42270,105
Putnam County,39137,34499,58
