County,Geo_id,Census_pop,N_tweets
Stark County,17175,5994,279
Hays County,48209,157107,99716
Rusk County,48401,53330,4482
Hidalgo County,35023,4894,257
Charles County,24017,146551,29052
Freestone County,48161,19816,6257
Logan County,21141,26835,3477
Dewey County,40043,4810,122
Johnson County,31097,5217,442
Benton County,27009,38451,3847
Adair County,40001,22683,1810
Elko County,32007,48818,3752
Mackinac County,26097,11113,1127
Fleming County,21069,14348,637
Teton County,56039,21294,1494
Fremont County,19071,7441,303
Livingston County,36051,65393,5110
Knox County,23013,39736,1311
New York County,36061,1585873,550105
Anderson County,20003,8102,483
Transylvania County,37175,33090,1258
Runnels County,48399,10501,125
Big Horn County,30003,12865,904
Alcona County,26001,10942,290
Columbia County,12023,67531,5582
Garfield County,40047,60580,3537
Avery County,37011,17797,1342
Modoc County,06049,9686,186
Kidder County,38043,2435,220
Saratoga County,36091,219607,21230
Bullock County,01011,10914,913
Reeves County,48389,13783,2217
Lawrence County,01079,34339,3315
Cherokee County,48073,50845,4251
Gibson County,18051,33503,4472
Wayne County,28153,20747,1050
Trinity County,06105,13786,87
Emmons County,38029,3550,36
Marion County,19125,33309,2826
Nez Perce County,16069,39265,824
Perry County,21193,28712,3477
Fayette County,13113,106567,10541
Jackson County,54035,29211,2293
Archuleta County,08007,12084,341
Dawson County,13085,22330,2892
Suffolk city,51800,84585,14895
Livingston County,21139,9519,986
La Paz County,04012,20489,2395
Sheridan County,56033,29116,1115
McCracken County,21145,65565,9048
Garvin County,40049,27576,4535
Dallas County,19049,66135,9396
Cherokee County,01019,25989,987
Mohave County,04015,200186,11069
Bailey County,48017,7165,259
Osceola County,19143,6462,181
Posey County,18129,25910,1163
Abbeville County,45001,25417,7753
Paulding County,39125,19614,1765
Kane County,49025,7125,159
Merrick County,31121,7845,344
Bradley County,05011,11508,290
Gilpin County,08047,5441,409
Randolph County,01111,22913,3487
Burnet County,48053,42750,1715
Crawford County,55023,16644,1678
Jasper County,18073,33478,2631
Door County,55029,27785,1238
Grant County,20067,7829,872
Humboldt County,19091,9815,553
Freeborn County,27047,31255,1887
Allamakee County,19005,14330,567
Clinch County,13065,6798,1063
Haskell County,48207,5899,462
Des Moines County,19057,40325,2321
Grenada County,28043,21906,3648
Clare County,26035,30926,1064
Shawano County,55115,41949,2342
LaPorte County,18091,111467,5594
Shelby County,21211,42074,4048
Moffat County,08081,13795,45
Dixon County,31051,6000,394
Granite County,30039,3079,77
Mason County,54053,27324,1248
Wayne County,47181,17021,319
Carroll County,21041,10811,1062
Pratt County,20151,9656,2655
Contra Costa County,06013,1049025,106144
Bee County,48025,31861,3454
Plymouth County,25023,494919,84533
Jeff Davis County,13161,15068,2055
Burke County,13033,23316,3982
Jackson County,19097,19848,1839
Wabaunsee County,20197,7053,778
Fayette County,48149,24554,2884
Hopkins County,21107,46920,3538
Seminole County,40133,25482,5006
Jenkins County,13165,8340,857
Barbour County,01005,27457,1095
Winneshiek County,19191,21056,1947
Hart County,13147,25213,1456
Wadena County,27159,13843,1020
Jackson County,13157,60485,8430
Waynesboro city,51820,21006,3956
Grant County,35017,29514,3090
Wabash County,17185,11947,1356
Pointe Coupee Parish,22077,22802,912
Jefferson County,21111,741096,164208
Box Elder County,49003,49975,812
Caswell County,37033,23719,1522
Kleberg County,48273,32061,25933
McLeod County,27085,36651,2878
West Baton Rouge Parish,22121,23788,3379
Woods County,40151,8878,4037
Aitkin County,27001,16202,4540
Franklin County,29071,101492,5147
Bath County,51017,4731,378
Grant County,41023,7445,41
Wilkes County,13317,10593,2539
Adams County,28001,32297,3774
Saline County,29195,23370,5282
Bryan County,13029,30233,3862
Bucks County,42017,625249,62829
Dawson County,30021,8966,770
Henry County,51089,54151,2459
Iron County,49021,46163,4179
Clark County,16033,982,29
Essex County,51057,11151,1149
Choctaw County,28019,8547,268
Washington County,18175,28262,3248
Madison County,51113,13308,712
Sioux County,38085,4153,1748
Williamson County,48491,422679,63118
Robertson County,48395,16622,4298
Dorchester County,24019,32618,7615
Sauk County,55111,61976,4117
Mercer County,17131,16434,1559
Andrews County,48003,14786,613
Cumberland County,17035,11048,1045
Cherokee County,19035,12072,682
Nodaway County,29147,23370,6364
Jefferson County,19101,16843,847
Ozark County,29153,9723,36
Decatur County,18031,25740,1348
Fauquier County,51061,65203,11335
Crenshaw County,01041,13906,2506
Seward County,31159,16750,1203
McDowell County,54047,22113,957
Union County,42119,44947,3858
Oceana County,26127,26570,1835
Pope County,17151,4470,100
Calumet County,55015,48971,2168
Potter County,46107,2329,139
Henry County,21103,15416,2222
Salem city,51775,24802,4847
Greenville County,45045,451225,58510
Burleson County,48051,17187,1777
Franklin city,51620,8582,932
Anoka County,27003,330844,55409
La Salle County,48283,6886,3022
Hancock County,18059,70002,5300
Yalobusha County,28161,12678,2024
Wyoming County,54109,23796,4242
Floyd County,13115,96317,12319
St. Helena Parish,22091,11203,1028
Buffalo County,46017,1912,129
Franklin County,31061,3225,43
Oldham County,48359,2052,142
Mississippi County,05093,46480,7283
Philadelphia County,42101,1526006,436633
Georgetown County,45043,60158,9696
Hardin County,48199,54635,7402
Roanoke County,51161,92376,6999
Livingston County,29117,15195,770
Orange County,51137,33481,4367
Cotton County,40033,6193,361
Bedford County,47003,45058,5230
Clear Creek County,08019,9088,444
Red River Parish,22081,9091,508
Adair County,29001,25607,3418
Harrison County,48203,65631,7750
Gallatin County,21077,8589,629
Northampton County,37131,22099,2206
Bartow County,13015,100157,13922
Logan County,17107,30305,5123
Preble County,39135,42270,2641
Audubon County,19009,6119,170
Smyth County,51173,32208,1250
Alcorn County,28003,37057,2017
Lincoln County,54043,21720,1609
Ohio County,18115,6128,611
Warren County,36113,65707,7167
Hoke County,37093,46952,5493
Osage County,20139,16295,446
Judith Basin County,30045,2072,17
Stewart County,13259,6058,1207
Tipton County,47167,61081,5130
York County,31185,13665,1679
Smith County,20183,3853,215
Adams County,16003,3976,42
Knox County,29103,4131,220
Forsyth County,37067,350670,40420
McCreary County,21147,18306,715
Henderson County,48213,78532,10524
Nottoway County,51135,15853,2537
Jefferson County,08059,534543,24171
Brewster County,48043,9232,4946
Edmonson County,21061,12161,410
Logan County,39091,45858,4779
Chester County,45023,33140,5966
Hale County,01065,15760,2722
White County,13311,27144,1383
Hempstead County,05057,22609,5536
Gilchrist County,12041,16939,698
Vernon County,55123,29773,1346
Yancey County,37199,17818,1273
Sabine Parish,22085,24233,8381
Stone County,28131,17786,4043
Sherman County,20181,6010,818
Rutland County,50021,61642,6299
Baldwin County,13009,45720,10727
Arenac County,26011,15899,707
Baldwin County,01003,182265,28230
Mitchell County,20123,6373,597
Wood County,55141,74749,1402
Pontotoc County,40123,37492,9344
Crockett County,47033,14586,541
Acadia Parish,22001,61773,6595
Hall County,48191,3353,218
Moultrie County,17139,14846,496
Ashley County,05003,21853,4357
Pike County,42103,57369,5860
Owen County,18119,21575,827
Gratiot County,26057,42476,7723
Greenlee County,04011,8437,702
Miami-Dade County,12086,2496435,494160
Dodge County,31053,36691,4266
Carter County,47019,57424,2443
Florence County,55037,4423,234
Monroe County,01099,23068,1431
Grayson County,51077,15533,465
Thomas County,13275,44720,3008
Iroquois County,17075,29718,3828
Jasper County,13159,13900,1412
Powell County,21197,12613,1350
Bureau County,17011,34978,3374
Sheridan County,38083,1321,395
Ottawa County,39123,41428,7048
Reagan County,48383,3367,129
Fulton County,39051,42698,5321
Fannin County,48147,33915,2776
Toombs County,13279,27223,7750
Muhlenberg County,21177,31499,4378
Calvert County,24009,88737,19530
Chase County,31029,3966,114
Hancock County,23009,54418,2865
Jay County,18075,21253,3188
Perry County,01105,10591,2125
Harper County,40059,3685,170
Greene County,51079,18403,1540
Jackson County,39079,33225,3300
Schuyler County,17169,7544,293
Grayson County,48181,120877,14285
Val Verde County,48465,48879,3424
Isanti County,27059,37816,2488
Chowan County,37041,14793,3144
Boone County,54005,24629,2915
Bandera County,48019,20485,251
Natchitoches Parish,22069,39566,9471
Lincoln County,41041,46034,2683
Cass County,26027,52293,8403
Las Animas County,08071,15507,935
Cheyenne County,31033,9998,470
Manitowoc County,55071,81442,5335
Crawford County,05033,61948,2872
Lawrence County,17101,16833,724
Monroe County,39111,14642,1006
Monroe County,17133,32957,3984
Webster County,19187,38013,4696
Harnett County,37085,114678,21358
Nemaha County,31127,7248,1095
Wasatch County,49051,23530,678
Jackson County,46071,3031,140
Virginia Beach city,51810,437994,64729
Lincoln County,47103,33361,2006
Perquimans County,37143,13453,1058
Benton County,29015,19056,669
White County,17193,14665,672
Benzie County,26019,17525,816
Hayes County,31085,967,30
Putnam County,13237,21218,2418
Orange County,06059,3010232,439290
Randolph County,37151,141752,6885
Sully County,46119,1373,28
Emmet County,19063,10302,1849
Green County,55045,36842,1950
Wilkinson County,28157,9878,175
Wheeler County,13309,7421,1238
Gove County,20063,2695,158
Kay County,40071,46562,3068
Edwards County,20047,3037,130
Pitkin County,08097,17148,1410
DeKalb County,29063,12892,481
Madison County,29123,12226,231
Atchison County,20005,16924,2982
Madera County,06039,150865,18990
Real County,48385,3309,42
Washakie County,56043,8533,72
Suffolk County,25025,722023,223435
Wabash County,18169,32888,6427
Silver Bow County,30093,34200,4774
McPherson County,20113,29180,5511
Casey County,21045,15955,333
Monroe County,28095,36989,1729
Pulaski County,18131,13402,779
Manassas Park city,51685,14273,1592
Ziebach County,46137,2801,592
Leflore County,28083,32317,2130
Montague County,48337,19719,1456
Coffee County,47031,52796,2528
Phelps County,31137,9188,442
Butler County,21031,12690,277
Clay County,21051,21730,846
Uvalde County,48463,26405,4416
Victoria County,48469,86793,21650
Polk County,47139,16825,461
Cavalier County,38019,3993,140
Lincoln County,55069,28743,407
Tuscarawas County,39157,92582,15819
Marshall County,18099,47051,5241
Botetourt County,51023,33148,2468
Martinsville city,51690,13821,782
Winkler County,48495,7110,1416
Winston County,01133,24484,467
Elbert County,13105,20166,2443
Fountain County,18045,17240,652
Jefferson County,31095,7547,391
Henderson County,17071,7331,52
Nelson County,51125,15020,1098
Washita County,40149,11629,3431
Stanly County,37167,60585,7439
Boyle County,21021,28432,3526
Leelanau County,26089,21708,8480
Russell County,51167,28897,520
Otero County,08089,18831,1712
Island County,53029,78506,4840
White County,18181,24643,1296
Herkimer County,36043,64519,12126
Chambers County,01017,34215,11403
Kemper County,28069,10456,3562
Garza County,48169,6461,356
Henderson County,21101,46250,5482
Broome County,36007,200600,23506
Louisa County,19115,11387,1157
Dorchester County,45035,136555,22273
Clinton County,17027,37762,3594
Loudon County,47105,48556,6457
Greene County,36039,49221,4860
Placer County,06061,348432,37943
Columbia County,13073,124053,13109
Will County,17197,677560,109336
Franklin County,51067,56159,5650
Storey County,32029,4010,155
Powell County,30077,7027,50
Harrison County,54033,69099,7003
Orange County,50017,28936,1605
Schoolcraft County,26153,8485,730
Calcasieu Parish,22019,192768,28354
Cooper County,29053,17601,1070
Union County,39159,52300,5331
Atoka County,40005,14182,987
McKean County,42083,43450,4807
Lawrence County,29109,38634,1355
Greenwood County,20073,6689,470
Logan County,08075,22709,1191
Mahoning County,39099,238823,50048
Leavenworth County,20103,76227,9668
Lee County,17103,36031,2631
Warren County,19181,46225,7076
Washington County,39167,61778,11128
Lincoln County,46083,44828,2124
Stanley County,46117,2966,550
Eastland County,48133,18583,3369
Iosco County,26069,25887,1528
Franklin County,20059,25992,2660
West Carroll Parish,22123,11604,134
Decatur County,13087,27842,3008
Chaves County,35005,65645,6769
Jackson County,40065,26446,1566
Mercer County,39107,40814,5381
Franklin County,25011,71372,4928
Bullitt County,21029,74319,16837
Cowley County,20035,36311,5287
Coleman County,48083,8895,168
Logan County,20109,2756,314
Grand Traverse County,26055,86986,6778
Houghton County,26061,36628,3610
Deuel County,46039,4364,411
Boone County,18011,56640,3661
Jackson County,26075,160248,31997
Robeson County,37155,134168,26151
Clay County,12019,190865,24172
New Madrid County,29143,18956,1821
Newton County,13217,99958,12894
Meade County,46093,25434,910
Aiken County,45003,160099,18458
Haralson County,13143,28780,1719
Lehigh County,42077,349497,37828
Jefferson County,47089,51407,5896
Moore County,47127,6362,609
Sheridan County,31161,5469,101
Lyon County,27083,25857,3394
Weld County,08123,252825,23390
Stearns County,27145,150642,26382
Curry County,41015,22364,2484
Marshall County,54051,33107,3338
Providence County,44007,626667,154199
Franklin County,18047,23087,1242
Washoe County,32031,421407,51549
Pierce County,55093,41019,4322
Mono County,06051,14202,1362
Smith County,48423,209714,42455
Gadsden County,12039,46389,1995
Knox County,39083,60921,5862
Dougherty County,13095,94565,25107
Union County,28145,27134,2359
Clark County,18019,110232,17244
Pierce County,13229,18758,1911
Wilson County,48493,42918,3961
Lynchburg city,51680,75568,22529
Utah County,49049,516564,44640
Goodhue County,27049,46183,2555
Lincoln County,31111,36288,2545
Fulton County,36035,55531,4525
Marion County,18097,903393,160493
Wayne County,31179,9595,3089
El Dorado County,06017,181058,9384
Allen Parish,22003,25764,3396
Citrus County,12017,141236,5391
Riverside County,06065,2189641,363167
Chattooga County,13055,26015,1309
Kiowa County,08061,1398,128
Albany County,56001,36299,5707
Stark County,38089,24199,2200
Hamilton County,47065,336463,60340
Wayne County,21231,20813,578
Henry County,18065,49462,3654
Missoula County,30063,109299,7504
Perry County,17145,22350,1124
Goliad County,48175,7210,329
Powder River County,30075,1743,17
Creek County,40037,69967,6447
Iberia Parish,22045,73240,12799
Napa County,06055,136484,23641
Darlington County,45031,68681,11420
Fayette County,18041,24277,2284
Taylor County,48441,131506,18490
Chatham County,13051,265128,51407
Elmore County,01051,79303,12398
Marion County,05089,16653,398
Cooke County,48097,38437,3934
Park County,56029,28205,1220
Lee County,48287,16612,4036
Franklin County,21073,49285,8159
Essex County,36031,39370,2239
Kingsbury County,46077,5148,143
Staunton city,51790,23746,4341
Reno County,20155,64511,8848
Somerset County,24039,26470,6984
Wilson County,20205,9409,600
Cochise County,04003,131346,11797
Madison County,37115,20764,2878
Overton County,47133,22083,542
Adams County,08001,441603,52160
Hot Spring County,05059,32923,6227
Clarendon County,45027,34971,4931
Alachua County,12001,247336,55753
Miami County,18103,36903,3496
Hawkins County,47073,56833,5639
Wythe County,51197,29235,2480
Montgomery County,21173,26499,1801
Carroll County,39019,28836,5956
Conway County,05029,21273,1274
Gallatin County,17059,5589,148
Wright County,19197,13229,1826
Jackson County,28059,139668,10040
McLean County,21149,9531,316
St. Mary Parish,22101,54650,11480
Pottawatomie County,40125,69442,13007
Dale County,01045,50251,6169
Big Horn County,56003,11668,94
Northampton County,51131,12389,2056
Curry County,35009,48376,3545
Lauderdale County,47097,27815,1066
Anson County,37007,26948,3053
McDuffie County,13189,21875,3237
Belmont County,39013,70400,14363
Colleton County,45029,38892,4461
Alamosa County,08003,15445,2247
Polk County,27119,31600,4511
Mineral County,54057,28212,2407
Collin County,48085,782341,157174
Boone County,19015,26306,3137
Waukesha County,55133,389891,27097
Murray County,13213,39628,1183
Osceola County,12097,268685,59864
Indian River County,12061,138028,7160
Conejos County,08021,8256,108
Otsego County,26137,24164,1021
Livingston Parish,22063,128026,11859
Shannon County,46113,13586,2595
Boone County,31011,5505,286
Bristol County,25005,548285,76452
Lancaster County,45057,76652,13477
Skagit County,53057,116901,4303
Litchfield County,09005,189927,16691
Martin County,12085,146318,14524
Nicollet County,27103,32727,3603
Grant County,54023,11937,582
Madison County,31119,34876,3861
Franklin County,36033,51599,3089
York County,51199,65464,7785
Beltrami County,27007,44442,6468
Randolph County,54083,29405,3559
Carter County,40019,47557,10321
Stephenson County,17177,47711,3038
Huerfano County,08055,6711,93
Jefferson County,12065,14761,938
Gregory County,46053,4271,44
Van Buren County,26159,76258,10185
Middlesex County,51119,10959,639
Phillips County,05107,21757,882
Troup County,13285,67044,6393
Crook County,56011,7083,181
Baltimore County,24005,805029,142757
Umatilla County,41059,75889,10539
Calhoun County,12013,14625,679
Cass County,18017,38966,4319
Passaic County,34031,501226,118361
Macon County,47111,22248,452
Fulton County,42057,14845,1826
Sullivan County,33019,43742,1205
Bradford County,42015,62622,3933
Pleasants County,54073,7605,808
Allen County,39003,106331,32880
Ward County,48475,10658,2047
Putnam County,18133,37963,2052
Franklin County,50011,47746,2927
Saline County,31151,14200,2067
Harmon County,40057,2922,27
Jefferson County,29099,218733,13056
Texas County,40139,20640,4232
Washington County,12133,24896,913
Lynn County,48305,5915,147
Lewis County,29111,10211,3264
Wolfe County,21237,7355,403
Medina County,48325,46006,7351
Union Parish,22111,22721,1370
Gonzales County,48177,19807,4173
Price County,55099,14159,274
Hockley County,48219,22935,1345
Pickaway County,39129,55698,5260
Stafford County,20185,4437,612
West Feliciana Parish,22125,15625,7212
Rice County,27131,64142,3152
Emmet County,26047,32694,1730
Wayne County,29223,13521,509
Upshur County,48459,39309,2358
Newton County,18111,14244,1721
Donley County,48129,3677,417
San Miguel County,08113,7359,178
St. James Parish,22093,22102,7169
Macon County,29121,15566,1274
Crawford County,39033,43784,2715
Manassas city,51683,37821,3224
Greene County,37079,21362,3939
Lenawee County,26091,99892,15340
Granville County,37077,59916,5550
Kosciusko County,18085,77358,7791
Phelps County,29161,45156,2935
Iowa County,19095,16355,1631
Converse County,56009,13833,523
Waller County,48473,43205,24149
Lea County,35025,64727,12240
Barry County,26015,59173,3525
Pocahontas County,54075,8719,438
Dyer County,47045,38335,3670
Niagara County,36063,216469,49425
Issaquena County,28055,1406,4
Nobles County,27105,21378,3235
Sutter County,06101,94737,13325
Martin County,21159,12929,1485
Yavapai County,04025,211033,10607
Dillon County,45033,32062,5567
Yuba County,06115,72155,4075
Henry County,17073,50486,12210
Knox County,21121,31883,6377
Somerset County,34035,323444,52016
Sumter County,13261,32819,7410
Black Hawk County,19013,131090,39127
Kimball County,31105,3821,216
Coos County,41011,63043,3591
Camden County,34007,513657,111378
Harrisonburg city,51660,48914,29115
Floyd County,48153,6446,464
Etowah County,01055,104430,9968
Appling County,13001,18236,1478
Ontonagon County,26131,6780,272
Whitman County,53075,44776,24875
Waupaca County,55135,52410,1350
Nelson County,21179,43437,8924
Barton County,20009,27674,4841
La Plata County,08067,51334,3877
Marin County,06041,252409,12698
Murray County,40099,13488,2677
Stephens County,40137,45048,2093
Monroe County,19135,7970,792
Coahoma County,28027,26151,4332
Santa Cruz County,04023,47420,8901
Ford County,17053,14081,933
Worcester County,24047,51454,8540
Colonial Heights city,51570,17411,2817
Addison County,50001,36821,1611
Yates County,36123,25348,2361
Carroll County,13045,110527,22494
Taos County,35055,32937,3641
Codington County,46029,27227,1682
Butte County,06007,220000,27610
Lane County,41039,351715,60559
Jefferson County,16051,26140,474
Rankin County,28121,141617,7421
Marion County,45067,33062,8312
Butts County,13035,23655,1746
Greene County,18055,33165,1164
Henderson County,37089,106740,6995
Tillman County,40141,7992,457
Laramie County,56021,91738,4138
Pulaski County,51155,34872,3662
Ashe County,37009,27281,497
Williams County,39171,37642,9338
Le Flore County,40079,50384,6953
Graves County,21083,37121,4456
Shasta County,06089,177223,9461
Macoupin County,17117,47765,4713
Piatt County,17147,16729,1256
Bradford County,12007,28520,2919
Big Stone County,27011,5269,301
Blount County,01009,57322,4329
Douglas County,46043,3002,108
Pierce County,31139,7266,455
Mingo County,54059,26839,2847
Pulaski County,21199,63063,3610
King William County,51101,15935,603
Washington County,40147,50976,2678
Washington County,01129,17581,2581
Bear Lake County,16007,5986,126
Vanderburgh County,18163,179703,34268
Fairfield County,39045,146156,24807
Pike County,28113,40404,1340
Colusa County,06011,21419,3960
Fremont County,16043,13242,93
Hamilton County,39061,802374,182417
Vigo County,18167,107848,22611
Gallia County,39053,30934,2540
Ritchie County,54085,10449,2437
Cerro Gordo County,19033,44151,4854
Benewah County,16009,9285,26
San Augustine County,48405,8865,1796
Mifflin County,42087,46682,1594
Van Wert County,39161,28744,3941
Caldwell County,37027,83029,6083
Plumas County,06063,20007,1074
Bladen County,37017,35190,5633
Mendocino County,06045,87841,6640
Lincoln County,21137,24742,5517
Tift County,13277,40118,4772
Baraga County,26013,8860,429
Laurens County,45059,66537,10067
Craven County,37049,103505,15480
Pearl River County,28109,55834,8143
Assumption Parish,22007,23421,5464
Bedford County,42009,49762,4196
Hendry County,12051,39140,3194
Rowan County,37159,138428,14409
St. John the Baptist Parish,22095,45924,13787
Warren County,47177,39839,1051
Presidio County,48377,7818,943
Berrien County,13019,19286,2178
Grundy County,17063,50063,5859
Wayne County,13305,30099,5273
Montcalm County,26117,63342,3421
Orange County,36071,372813,61006
Snyder County,42109,39702,3817
Brown County,46013,36531,3928
Camden County,37029,9980,510
Schuyler County,36097,18343,698
Solano County,06095,413344,47008
Jefferson County,48245,252273,45109
Charles Mix County,46023,9129,856
Concordia Parish,22029,20822,3232
Juneau County,55057,26664,893
Petersburg city,51730,32420,6143
Wayne County,18177,68917,13097
Chippewa County,55017,62415,1630
Thomas County,20193,7900,1043
Chautauqua County,20019,3669,194
Custer County,31041,10939,1204
Culpeper County,51047,46689,4015
Clarion County,42031,39988,9375
Amherst County,51009,32353,2680
Rush County,20165,3307,515
Lee County,01081,140247,42284
Bowie County,48037,92565,13720
Newton County,29145,58114,2743
Mercer County,29129,3785,12
Worth County,29227,2171,25
Outagamie County,55087,176695,11596
Trempealeau County,55121,28816,763
Jim Wells County,48249,40838,15603
Mitchell County,48335,9403,1228
Stanton County,20187,2235,137
Mineral County,32021,4772,257
Ward County,38101,61675,6127
Simpson County,21213,17327,1736
Letcher County,21133,24519,469
Gogebic County,26053,16427,971
Bay County,26017,107771,16520
Hertford County,37091,24669,3958
Perry County,47135,7915,357
Polk County,13233,41475,3709
Jackson County,37099,40271,9476
Clark County,21049,35613,3010
Hernando County,12053,172778,9386
Ouachita Parish,22073,153720,43771
Jones County,28067,67761,9049
Wakulla County,12129,30776,2699
Cook County,27031,5176,286
Lincoln County,35027,20497,297
Morgan County,13211,17868,3236
Mitchell County,19131,10776,424
Chattahoochee County,13053,11267,2437
Allegany County,36003,48946,6800
Menominee County,55078,4232,1064
Tioga County,42117,41981,4046
Webster County,13307,2799,98
Hubbard County,27057,20428,1099
Juniata County,42067,24636,1291
Clark County,20025,2215,49
Palm Beach County,12099,1320134,132647
Franklin County,53021,78163,9528
Lowndes County,28087,59779,6742
Fentress County,47049,17959,57
Natrona County,56025,75450,3442
St. Landry Parish,22097,83384,11355
Bonneville County,16019,104234,5802
San Juan County,53055,15769,447
Seward County,20175,22952,4193
Saline County,05125,107118,5736
Guadalupe County,35019,4687,549
Knott County,21119,16346,2243
Long County,13183,14464,559
Kootenai County,16055,138494,8280
Sevier County,49041,20802,298
Turner County,46125,8347,400
Livingston County,26093,180967,27669
Emanuel County,13107,22598,8683
Camden County,13039,50513,9022
Montrose County,08085,41276,407
Rutherford County,47149,262604,56018
Clay County,05021,16083,671
Oneida County,16071,4286,58
Sullivan County,47163,156823,13924
Hardy County,54031,14025,1780
Los Alamos County,35028,17950,302
Bristol County,44001,49875,8207
San Juan County,08111,699,156
Williamson County,47187,183182,27756
Ford County,20057,33848,4966
Vermilion Parish,22113,57999,7391
Cambria County,42021,143679,20189
Madison County,13195,28120,1711
Warren County,13301,5834,1564
Dakota County,31043,21006,6488
Worcester County,25027,798552,147744
Canyon County,16027,188923,14976
Washington County,13303,21187,1807
Grant County,18053,70061,10963
Sherburne County,27141,88499,9487
McClain County,40087,34506,8727
Robertson County,47147,66283,9657
Butler County,39017,368130,57867
Willacy County,48489,22134,2039
Garfield County,49017,5172,304
Alameda County,06001,1510271,205425
Rockwall County,48397,78337,13773
LaGrange County,18087,37128,4180
Oglethorpe County,13221,14899,865
Chase County,20017,2790,444
Caldwell County,21033,12984,1212
Comanche County,40031,124098,23536
Dawson County,48115,13833,657
Geauga County,39055,93389,7766
Wayne County,42127,52822,1939
Butler County,19023,14867,748
Miami County,20121,32787,875
Franklin County,47051,41052,3985
Clark County,05019,22995,7765
Duplin County,37061,58505,4140
Carbon County,42025,65249,7194
Hancock County,19081,11341,2669
Lawrence County,18093,46134,2595
Madison County,01089,334811,60210
Santa Barbara County,06083,423895,63391
Kandiyohi County,27067,42239,2906
Ste. Genevieve County,29186,18145,804
Linn County,29115,12761,479
McDonough County,17109,32612,11811
Wood County,54107,86956,20484
Sarpy County,31153,158840,17764
Knox County,18083,38440,5186
Coffee County,13069,42356,5537
Humboldt County,06023,134623,16654
Carlisle County,21039,5104,667
Swift County,27151,9783,697
Power County,16077,7817,119
Plaquemines Parish,22075,23042,4002
Stutsman County,38093,21100,4849
Sioux County,19167,33704,2817
Douglas County,41019,107667,6938
DeWitt County,48123,20097,2478
Montgomery County,20125,35471,6382
Louisa County,51109,33153,4019
Saluda County,45081,19875,2799
Columbia County,36021,63096,4032
Chatham County,37037,63505,3870
Pike County,05109,11291,590
Carter County,21043,27720,3065
Racine County,55101,195408,54582
Wyandot County,39175,22615,1629
Nuckolls County,31129,4500,51
Barron County,55005,45870,1083
Lincoln County,37109,78265,6971
Whitley County,21235,35637,5410
Coke County,48081,3320,188
Morrow County,39117,34827,73791
Lawrence County,42073,91108,20665
Columbia County,41009,49351,1215
Childress County,48075,7041,538
Pendleton County,21191,14877,542
Oneida County,36065,234878,39373
Fredericksburg city,51630,24286,5910
Sequoyah County,40135,42391,3393
Rhea County,47143,31809,1416
Latimer County,40077,11154,1622
Inyo County,06027,18546,1391
Catoosa County,13047,63942,5650
Denton County,48121,662614,184619
St. Martin Parish,22099,52160,6548
Jefferson County,30043,11406,114
Ravalli County,30081,40212,258
Geary County,20061,34362,5070
Apache County,04001,71518,2825
Grafton County,33009,89118,10801
Midland County,26111,83629,7410
Hancock County,54029,30676,4282
Menard County,48327,2242,66
Crittenden County,21055,9315,400
McMinn County,47107,52266,6953
Sampson County,37163,63431,7891
Benton County,19011,26076,1055
Wagoner County,40145,73085,6461
Tazewell County,51185,45078,4430
Esmeralda County,32009,783,211
Jackson County,20085,13462,1244
Hunt County,48231,86129,22896
Auglaize County,39011,45949,8529
Morris County,34027,492276,66801
Pike County,01109,32899,13257
Woodford County,21239,24939,3470
Greene County,42059,38686,6527
Pennington County,46103,100948,12163
Otsego County,36077,62259,13299
Hamilton County,19079,15673,1039
Banner County,31007,690,249
Warren County,17187,17707,4195
Wichita County,48485,131500,34488
Milam County,48331,24757,2461
Cocke County,47029,35662,2251
Windham County,50025,44513,2158
San Joaquin County,06077,685306,89235
Berkshire County,25003,131219,12311
Rutherford County,37161,67810,5580
Rockland County,36087,311687,28254
Niobrara County,56027,2484,88
Lyon County,21143,8314,746
Houston County,27055,19027,2313
Edwards County,48137,2002,7
Rockingham County,33015,295223,31365
Martin County,18101,10334,189
Toole County,30101,5324,100
Broward County,12011,1748066,250512
Boone County,21015,118811,20550
Adams County,55001,20875,626
Clinton County,26037,75382,10092
Hancock County,28045,43929,2523
St. Clair County,29185,9805,264
Menominee County,26109,24029,2698
Pickens County,13227,29431,2940
Barren County,21009,42173,4392
Ottawa County,40115,31848,8813
Angelina County,48005,86771,15336
Jones County,13169,28669,2319
Major County,40093,7527,434
Barrow County,13013,69367,6454
Midland County,48329,136872,12263
Highland County,51091,2321,151
Mason County,53045,60699,1446
Owsley County,21189,4755,60
Richmond County,51159,9254,856
Shelby County,01117,195085,20826
Meade County,20119,4575,262
Rapides Parish,22079,131613,27258
Sumner County,47165,160645,20338
Tuolumne County,06109,55365,2767
Claiborne County,47025,32213,3785
Valencia County,35061,76569,5020
Harris County,48201,4092459,713006
Adair County,21001,18656,4023
Roosevelt County,35041,19846,5191
Portage County,55097,70019,7073
Frederick County,51069,78305,5966
Marinette County,55075,41749,4374
Terrebonne Parish,22109,111860,21579
Grundy County,29079,10261,490
Lane County,20101,1750,96
Madison Parish,22065,12093,4319
Doña Ana County,35013,209233,25706
Butler County,01013,20947,3970
Imperial County,06025,174528,19513
Warren County,42123,41815,1268
Genesee County,36037,60079,10647
